date,Pm_mm,Qm_m3s,Rm_mm
1983-02-28,14.94871689932,455.14285714285717,227.54100135832536
1983-03-31,3.09362189,261.0967741935484,144.51638928078196
1983-04-30,45.779291216342,160.66666666666666,86.05992047607721
1983-05-31,83.82156232,99.9,55.29439164364389
1983-06-30,156.6528075847,78.89333333333335,42.25863480970531
1983-07-31,225.838927271034,90.6516129032258,50.175433303292984
1983-08-31,108.16975151917,87.89354838709677,48.64885172638332
1983-09-30,51.0027293685,74.18333333333334,39.73575788786512
1983-10-31,14.483983173099999,147.3032258064516,81.53195453567614
1983-11-30,0.2217619003,247.0,132.3037366655046
1983-12-31,0.034164370141,296.4516129032258,164.0852010736825
1984-01-31,12.55066360904,240.4516129032258,133.08934589806628
1984-02-29,0.42049294076625,185.48275862068965,96.04072868066793
1984-03-31,36.51365015554,107.11935483870967,59.29028587653726
1984-04-30,43.41481774498,67.74333333333333,36.28621916670782
1984-05-31,205.16537410883998,57.02258064516129,31.56185091816633
1984-06-30,157.23603819862595,44.32,23.73968262759176
1984-07-31,508.24684272,63.4225806451613,35.10423436680818
1984-08-31,75.0857579336,60.222580645161294,33.33304264248726
1984-09-30,150.7429772194,71.82,38.46985573812364
1984-10-31,61.82529627142,145.5774193548387,80.57672512790225
1984-11-30,35.86848934,190.3,101.93279792488069
1984-12-31,0.16859279341000002,313.2903225806452,173.40538333270996
1985-01-31,17.86165721131,289.741935483871,160.37141197429992
1985-02-28,0.754846644,180.95833333333334,90.46706923904647
1985-03-31,15.232081690360001,146.09677419354838,80.8641866879987
1985-04-30,21.530864289473,87.39333333333335,46.81159740750608
1985-05-31,74.98482590248,76.87741935483871,42.55145279638739
1985-06-30,58.464988560954,65.76666666666667,35.22743217827808
1985-07-31,127.26608239173062,52.016129032258064,28.790792897857784
1985-08-31,10.04512668491,46.04516129032258,25.485877694512993
1985-09-30,101.042349076,59.85333333333333,32.05999859063159
1985-10-31,108.956613016,81.28387096774195,44.99041236838577
1985-11-30,19.8408154113,147.52666666666667,79.0215759425358
1985-12-31,1.88365133362,173.80645161290323,96.20142147823736
1986-01-31,2.54676642351,216.8709677419355,120.03751978437077
1986-02-28,16.0732385608,183.53571428571428,91.75558741214955
1986-03-31,1.0801883999800002,141.2258064516129,78.16811863988922
1986-04-30,71.999768553755,111.4,59.670592164118275
1986-05-31,316.425456687,97.23548387096774,53.81958885706215
1986-06-30,466.23633510400003,115.0,61.598905734951536
1986-07-31,12.93949343715,88.63571428571429,49.05963863191599
1986-08-31,181.11899914474,66.7290322580645,36.93434678357123
1986-09-30,31.69225918869,83.66666666666667,44.81543576658793
1986-10-31,49.908096237355,122.6774193548387,67.90163435073063
1986-11-30,23.621853362747,159.86666666666667,85.63140634922539
1986-12-31,2.8373756992819,309.51612903225805,171.31637696430724
1987-01-31,1.35214237422,351.4516129032258,194.5275588354484
1987-02-28,13.653453064395,271.55555555555554,135.75962374409673
1987-03-31,22.86335490447,162.5185185185185,89.95357970278032
1987-04-30,25.9201389739438,96.32799999999999,51.59738601422966
1987-05-31,96.0985334163356,68.95161290322581,38.16453942274171
1987-06-30,90.551473914,69.14,37.034333413169996
1987-07-31,609.4310463623,127.42142857142856,70.52743118339505
1987-08-31,408.4253254423,130.33870967741936,72.14213873103527
1987-09-30,78.26216546337771,122.36333333333333,65.54302117751698
1987-10-31,70.954331739,155.41935483870967,86.02421096550623
1987-11-30,0.906768747843,226.33333333333334,121.23378838849882
1987-12-31,15.74099621425,,
1988-01-31,0.897739011115,,
1988-02-29,2.8999489270872,,
1988-03-31,6.039597342147,,
1988-04-30,14.8342985933,,
1988-05-31,19.5806986893,63.160000000000004,34.95889665878427
1988-06-30,29.952011669010002,59.556666666666665,31.901091268590697
1988-07-31,121.1599269375,48.05483870967742,26.598228948799218
1988-08-31,171.04736878350002,52.748387096774195,29.19609584283848
1988-09-30,22.2812187119,56.46,30.24238450256838
1988-10-31,12.7634497965,91.8483870967742,50.83784472438479
1988-11-30,18.75097934,138.91,74.4061217012358
1988-12-31,6.84577720507,136.40645161290323,75.50061820023654
1989-01-31,14.60624134104,145.06451612903226,80.29283451886292
1989-02-28,0.09098757183,148.28571428571428,74.13294394536777
1989-03-31,0.3221687331663,98.34193548387097,54.43200696335457
1989-04-30,28.2835154437,67.83333333333333,36.33442700597866
1989-05-31,42.61246461762,52.83870967741935,29.246089157637858
1989-06-30,66.774473676578,40.44666666666667,21.66496006341745
1989-07-31,161.12693537,36.00322580645161,19.927692374138957
1989-08-31,304.432633593,68.67096774193548,38.00920305175792
1989-09-30,94.9478521578,82.35333333333332,44.1119584083395
1989-10-31,13.51560787371,122.32903225806452,67.70880299364731
1989-11-30,3.59432369151,224.53333333333333,120.26963160308219
1989-12-31,11.25510206049912,225.32258064516128,124.71546566916999
1990-01-31,12.843515530537,170.3548387096774,94.29096266268958
1990-02-28,5.9168463280629995,122.57857142857142,61.28109109086976
1990-03-31,55.3283127834,85.86774193548388,47.52757309445435
1990-04-30,26.50053475624,62.72666666666667,33.599078496241106
1990-05-31,47.8720600673914,58.803225806451614,32.54743340992555
1990-06-30,50.9380336116674,50.53,27.06602353727914
1990-07-31,48.557179799,49.68387096774194,27.499894090716626
1990-08-31,112.964245791,52.29032258064516,28.942558317784474
1990-09-30,121.945104413,56.75666666666667,30.40129182460927
1990-10-31,27.3812862041,78.47741935483872,43.43704865854786
1990-11-30,14.650102830000002,,
1990-12-31,35.78531546347,135.36774193548385,74.92569508004365
1991-01-31,9.741396695475,129.39032258064515,71.61720892564176
1991-02-28,3.080354294677,109.74642857142858,54.86587751679206
1991-03-31,0.33045369900000005,78.43548387096774,43.41383747667671
1991-04-30,97.828840796,63.056666666666665,33.775840573567486
1991-05-31,312.31388599178,116.58620689655173,64.53016400785613
1991-06-30,154.33631374384,78.96153846153847,42.29516838590485
1991-07-31,282.37080901847,102.65806451612903,56.820973220553554
1991-08-31,7.9908072751,77.8483870967742,43.08888093048074
1991-09-30,156.789895554126,101.77,54.51235336213929
1991-10-31,40.073439802694296,125.36129032258064,69.38714999048366
1991-11-30,17.4222322198,212.93333333333334,114.05617676373056
1991-12-31,71.32785492531,216.29032258064515,119.7161341892319
1992-01-31,0.86088933258381,276.6774193548387,153.14023608367518
1992-02-29,12.8726744627996,206.72413793103448,107.03925793653173
1992-03-31,4.300371327,158.41935483870967,87.6847032070571
1992-04-30,123.7747936502866,94.65,50.698577633157946
1992-05-31,288.529583134,80.08387096774193,44.326215471765416
1992-06-30,251.26239456834,79.97333333333333,42.837128880955284
1992-07-31,54.012094215,71.15806451612903,39.385804684269445
1992-08-31,88.30132223,68.39032258064516,37.85386668077413
1992-09-30,71.41602209999999,80.64666666666668,43.19779493772225
1992-10-31,15.16883708,132.0032258064516,73.06344410376671
1992-11-30,29.604207238,196.2,105.09308961041296
1992-12-31,1.47118688256,233.6451612903226,129.32199253282724
1993-01-31,16.92362595841,256.96666666666664,142.2303854457293
1993-02-28,14.00379737364,192.48,96.22713232584847
1993-03-31,0.0,117.12903225806451,64.8306164416258
1993-04-30,135.2159520687,103.36538461538461,55.36690941895728
1993-05-31,288.1560116605,306.6333333333333,169.72075700029367
1993-06-30,187.4423809487,97.74074074074075,52.35411022046284
1993-07-31,103.456051389724,85.11612903225806,47.11155729630235
1993-08-31,30.984975330100003,76.4,42.287202418162096
1993-09-30,37.5840928903,78.51333333333334,42.055090599450686
1993-10-31,33.8913529935,111.01935483870967,61.44892579055339
1993-11-30,20.461440699,131.56666666666666,70.47271911184166
1993-12-31,19.20769629993,198.61290322580646,109.93172829278163
1994-01-31,0.917133385601,219.67741935483872,121.59088349420868
1994-02-28,8.031748047021,142.1153846153846,71.04819160912025
1994-03-31,6.55638896846625,96.07142857142857,53.175287259188494
1994-04-30,93.92933967163701,69.52333333333333,37.23966309895316
1994-05-31,96.86153546979999,60.73548387096774,33.616933251526596
1994-06-30,95.66799114347,60.156666666666666,32.222476863729575
1994-07-31,278.303019096461,76.35483870967742,42.262205760762406
1994-08-31,16.319060983014,75.80967741935484,41.96046039643757
1994-09-30,73.55157452661899,82.01333333333334,43.92983990442747
1994-10-31,28.488896812,98.00645161290322,54.24631750838543
1994-11-30,6.183746161,161.3,86.3991608265016
1994-12-31,19.3657762007618,261.1290322580645,144.53424403606743
1995-01-31,15.470953160819999,184.16129032258064,101.93279792488067
1995-02-28,11.054907332737999,127.78571428571429,63.88431441149467
1995-03-31,0.379804944,97.83870967741936,54.15347278090088
1995-04-30,84.48635546130001,75.61333333333333,40.50172688961277
1995-05-31,29.792716017700002,60.332258064516125,33.39374881045793
1995-06-30,215.91647362190784,61.19666666666667,32.77954522863697
1995-07-31,155.509601521924,55.403225806451616,30.66554220283457
1995-08-31,86.5333214042,57.36129032258064,31.749325848664004
1995-09-30,45.7290918616,77.88000000000001,41.71585024902632
1995-10-31,23.16916315,90.53870967741935,50.112941659793755
1995-11-30,3.8426978492,168.2,90.09509517059868
1995-12-31,17.45774781898,198.58064516129033,109.91387353749614
1996-01-31,9.41294357024,128.18064516129033,70.94765560243577
1996-02-29,0.357268956028,111.63103448275862,57.80119928572714
1996-03-31,0.30996217,96.84193548387097,53.60176084257913
1996-04-30,39.43907147858,69.48666666666666,37.220022868139125
1996-05-31,9.52124640031,49.961290322580645,27.653444986171866
1996-06-30,46.769918243046,42.75333333333333,22.900509129173575
1996-07-31,16.7088519001,41.358064516129026,22.891581751530826
1996-08-31,100.7255904213,38.596774193548384,21.363214699092612
1996-09-30,4.1186322751199995,38.156666666666666,20.438338375304067
1996-10-31,18.0299873133,47.041935483870965,26.03758963283473
1996-11-30,2.5235257791,51.919999999999995,27.810566832684206
1996-12-31,19.902347628251,58.73548387096774,32.509938423826014
1997-01-31,10.07093976737,81.80645161290323,45.27965940401076
1997-02-28,7.4201956846088,75.88214285714285,37.9359985550874
1997-03-31,11.342450661589,61.76774193548387,34.188285420662375
1997-04-30,19.1213303165,43.583333333333336,23.34509253578236
1997-05-31,162.401547062,33.86129032258064,18.74213662318221
1997-06-30,536.2101651420229,65.39999999999999,35.03102987013765
1997-07-31,65.85901949630001,61.16451612903226,33.854401496823655
1997-08-31,202.75726008258,80.0516129032258,44.30836071647992
1997-09-30,249.2339300742702,119.24333333333334,63.87181608279482
1997-10-31,99.785403805,114.45483870967742,63.35045722845842
1997-11-30,25.3282094199,208.63333333333333,111.75291333190194
1997-12-31,18.385898581288,335.4516129032258,185.67160021384376
1998-01-31,0.028919338319999998,413.80645161290323,229.04080080230676
1998-02-28,37.5505973706,207.28571428571428,103.62899967700253
1998-03-31,10.97270498178,136.2258064516129,75.40063157063777
1998-04-30,103.6763735789956,102.71666666666667,55.019428412247294
1998-05-31,48.78006413162,72.36129032258066,40.05178705641835
1998-06-30,41.343416385683,60.38666666666666,32.345674675199476
1998-07-31,0.062013234245,50.39677419354839,27.894484182526025
1998-08-31,1.40731746832,44.74516129032258,24.766331056507614
1998-09-30,68.46714267600001,39.123333333333335,20.95612627858337
1998-10-31,0.0,61.00967741935484,33.768698671453286
1998-11-30,0.8328324253999999,83.73,44.84935980163037
1998-12-31,15.748064387393,105.79677419354839,58.558240909832044
1999-01-31,23.400472143921,99.74838709677418,55.210474293802065
1999-02-28,1.4885628721392001,89.48928571428571,44.73866031886031
1999-03-31,17.3210562478,61.877419354838715,34.248991588633054
1999-04-30,14.997080719347,41.95357142857143,22.472122536288065
1999-05-31,38.9224632,41.6741935483871,23.066558353328666
1999-06-30,115.863715803,38.03666666666666,20.37406125627629
1999-07-31,36.564501790899996,37.76451612903226,20.90256201272689
1999-08-31,156.860615297,40.71935483870968,22.538057596878065
1999-09-30,195.8328123,60.79333333333333,32.563502689682494
1999-10-31,28.2290747375,86.81935483870969,48.0542883753764
1999-11-30,2.4585091400000003,138.48333333333332,74.17758083358149
1999-12-31,9.533494024151,144.83870967741936,80.16785123186446
2000-01-31,0.42367297218,133.7741935483871,74.0436701689403
2000-02-29,30.811017885721004,100.18275862068967,51.8734205309434
2000-03-31,0.336232826,71.61612903225806,39.639342209323445
2000-04-30,22.598450592859997,55.330000000000005,29.637108298390164
2000-05-31,31.647622659108002,52.148387096774194,28.863997394528305
2000-06-30,612.66826414503,81.89333333333335,43.865562785399696
2000-07-31,67.243010541,76.85806451612903,42.540739943216096
2000-08-31,35.0783842552,69.04137931034482,38.21422489693272
2000-09-30,190.22423642545,73.34666666666666,39.287603530199235
2000-10-31,4.3301516069,135.88387096774193,75.21137116461155
2000-11-30,73.57209992963,184.73333333333332,98.95105379220331
2000-12-31,1.1181799787693,358.5806451612903,198.4734597535424
2001-01-31,5.7993302051113,299.80645161290323,165.9420956233738
2001-02-28,0.00916619034,230.67857142857142,115.32386438900058
2001-03-31,25.064224171000003,129.3516129032258,71.59578321929918
2001-04-30,36.090128694371,89.25,47.806107276908044
2001-05-31,197.0121174908,73.3741935483871,40.61242637238283
2001-06-30,40.1145999245,61.473333333333336,32.92773969750656
2001-07-31,458.8044734445,80.59677419354838,44.610106080804755
2001-08-31,183.55350021499999,89.37741935483871,49.470170469516006
2001-09-30,8.68374815,83.48,44.71544913698917
2001-10-31,14.3429402532,134.041935483871,74.1918646378099
2001-11-30,14.467094541,180.4,96.6299356050892
2001-12-31,5.510125620135,331.03225806451616,183.22549873973122
2002-01-31,13.111009331538002,215.38709677419354,119.21620104123808
2002-02-28,0.4088661267452,149.21428571428572,74.59716758279059
2002-03-31,11.97921975,105.76451612903226,58.54038615454655
2002-04-30,18.6370267460467,73.43,39.33224041841297
2002-05-31,288.05434231555,62.813793103448276,34.76727203688575
2002-06-30,268.90355587392,81.59666666666666,43.7066554633588
2002-07-31,145.6731087928,65.81612903225806,36.42905720899177
2002-08-31,266.254203931,103.63548387096773,57.36197230570399
2002-09-30,87.21472226201,108.49310344827587,58.11353436697993
2002-10-31,46.4985265737,145.29032258064515,80.41781780586136
2002-11-30,12.521225903329999,243.23333333333332,130.28614931824387
2002-12-31,20.3972049951434,348.64516129032256,192.9741951256105
2003-01-31,38.35336143625,371.64516129032256,205.70463564416713
2003-02-28,1.98051777,259.9642857142857,129.96476372310502
2003-03-31,4.8360680061,181.93548387096774,100.70081981018164
2003-04-30,0.51795499,106.64482758620689,57.123518970460154
2003-05-31,119.449795710225,72.73225806451612,40.25711674220151
2003-06-30,165.89032042562,73.46000000000001,39.34830969816992
2003-07-31,82.20338053541,71.29032258064517,39.45900918093997
2003-08-31,7.561515675700001,58.61290322580645,32.44209035374114
2003-09-30,90.7306308945,69.56666666666666,37.262874280824306
2003-10-31,11.608103927,106.21290322580644,58.788567253014904
2003-11-30,68.39907254239999,150.8,80.77491291157123
2003-12-31,11.8302860059338,150.6451612903226,83.38170718325324
2004-01-31,5.2412281858396,182.1290322580645,100.8079483418946
2004-02-29,17.45802054217,129.79310344827587,67.20529889459641
2004-03-31,32.4790776301,92.71612903225805,51.31813764156455
2004-04-30,74.56917426994,71.52,38.30916294055421
2004-05-31,19.40052866501,53.099999999999994,29.390712675450352
2004-06-30,80.01229074849,52.54,28.14266528099438
2004-07-31,77.62233440404,51.641935483870974,28.583677736546065
2004-08-31,52.79311719681,47.019354838709674,26.025091304134886
2004-09-30,111.42509772519999,63.92333333333333,34.240064210990305
2004-10-31,52.852913752,71.89032258064516,39.79110762925014
2004-11-30,80.7492802867,104.00333333333333,55.70862196626733
2004-12-31,11.98964581983,140.67741935483872,77.86458780003585
2005-01-31,35.0974778741,136.8548387096774,75.7487992987049
2005-02-28,1.6124035643280001,99.46428571428571,49.72549347009856
2005-03-31,58.02907420334,76.23870967741935,42.19792864173463
2005-04-30,27.659793962909998,54.74,29.32107912983693
2005-05-31,218.90893399200002,50.806451612903224,28.12123957465179
2005-06-30,443.17329233139,95.22333333333333,51.00567942406842
2005-07-31,69.8588187602,86.91612903225807,48.10785264123288
2005-08-31,416.0342741467,115.62258064516129,63.99679936979327
2005-09-30,47.804552832199995,116.5,62.40236972279873
2005-10-31,20.214488088,150.06451612903226,83.06032158811436
2005-11-30,24.902299164000002,254.76666666666668,136.46389464702452
2005-12-31,6.4055826718,393.6774193548387,217.899433504159
2006-01-31,16.7592370231,457.5806451612903,253.269703724721
2006-02-28,17.714935744679202,306.14285714285717,153.05096230724772
2006-03-31,0.58158535,166.3548387096774,92.07697300728842
2006-04-30,26.3421772991,109.30333333333333,58.547528056660745
2006-05-31,50.19951158861,73.7709677419355,40.8320398623944
2006-06-30,166.5841488305655,64.72333333333333,34.66857833784214
2006-07-31,468.69814816004003,113.43225806451613,62.78446148590829
2006-08-31,132.494091532129,79.80645161290323,44.172664576310176
2006-09-30,64.47621666625,85.2,45.63675450972062
2006-10-31,117.7519308043,139.39032258064518,77.15218306414467
2006-11-30,5.89748143028,220.0,117.84138488425512
2006-12-31,6.325013864771,252.51612903225808,139.76702437484076
2007-01-31,0.7736502118999999,180.92903225806452,100.14375144527426
2007-02-28,30.195408383780002,138.37407407407406,69.17778645258043
2007-03-31,18.54010376,107.81935483870969,59.677734066232475
2007-04-30,41.06836932193001,70.15,37.57533249832044
2007-05-31,38.200666907750005,59.73548387096774,33.0634358376763
2007-06-30,197.242536069219,57.92333333333333,31.026208259601532
2007-07-31,197.3441006526,58.26451612903226,32.249258996657815
2007-08-31,38.814730044399994,54.0258064516129,29.90314415214401
2007-09-30,0.20812518900000002,61.24444444444444,32.80513704454617
2007-10-31,7.44418679491083,95.89500000000001,53.077634501173485
2007-11-30,11.226833500000001,121.91000000000001,65.30019650563429
2007-12-31,18.2536130114,126.75862068965517,70.1605687349539
2008-01-31,5.0441371993,125.16129032258064,69.2764505077136
2008-02-29,17.66714527651,97.98275862068965,50.73428714372893
2008-03-31,14.225417902857,70.30322580645162,38.912653669203884
2008-04-30,41.3080505414,57.693333333333335,30.90301044813163
2008-05-31,420.778012488721,94.36451612903227,52.23051563665326
2008-06-30,163.235422677,92.52,49.557658770414925
2008-07-31,68.4542534925,61.86451612903225,34.241849686518854
2008-08-31,247.622553677,80.04516129032258,44.304789765422825
2008-09-30,13.79969776,80.79333333333334,43.27635586097842
2008-10-31,12.27154485264,116.47741935483872,64.46995038485885
2008-11-30,0.0543472771157,250.46666666666667,134.1606312151959
2008-12-31,3.1444971203680003,284.96774193548384,157.7289081920469
2009-01-31,13.1976687610273,197.80645161290323,109.48535941064429
2009-02-28,17.38011324342,145.07142857142858,72.52601596967338
2009-03-31,7.008040693672,107.90967741935484,59.72772738103185
2009-04-30,0.06094004621,79.90333333333334,42.79963389485575
2009-05-31,67.38010074,60.538709677419355,33.50801924428509
2009-06-30,174.96006610743322,57.0,30.53163153819337
2009-07-31,32.9724724741,54.42666666666666,30.125019244491735
2009-08-31,191.40008609,63.81290322580645,35.32027690576265
2009-09-30,211.9062213945,84.76333333333334,45.40285721548066
2009-10-31,30.9013181942,83.80322580645162,46.38486875618278
2009-11-30,25.66149470633,121.87666666666668,65.28234175034879
2009-12-31,0.878818496446,200.90322580645162,111.19941591805164
2010-01-31,3.42884468944,196.61290322580646,108.82473346508105
2010-02-28,1.3042089461600002,149.21428571428572,74.59716758279059
2010-03-31,0.0,118.03225806451613,65.33054958961961
2010-04-30,5.0174367124699994,81.57,43.6923716591304
2010-05-31,53.366066622557,62.70645161290323,34.70785879947023
2010-06-30,150.2137624504,59.830000000000005,32.047500261931745
2010-07-31,48.938707171,50.71290322580645,28.06946078432386
2010-08-31,21.5172516645,51.38709677419355,28.442625169790666
2010-09-30,5.19013018653,55.19666666666667,29.565689277248193
2010-10-31,22.8572218684,76.02903225806452,42.08187273237892
2010-11-30,49.096534887,100.02,53.57497870965089
2010-12-31,25.84736616225,99.46129032258065,55.05156697176118
2011-01-31,17.29511900576,92.9,51.419909746691864
2011-02-28,22.039987777251,83.84642857142856,41.91760898375238
2011-03-31,12.278215402323,65.95161290322581,36.50404718119085
2011-04-30,35.8721834531,51.4,27.532032650230512
2011-05-31,8.201720094183,42.438709677419354,23.48971605359485
2011-06-30,102.5274814818314,33.97,18.19578111144612
2011-07-31,66.02830402142,33.432258064516134,18.504668377885153
2011-08-31,146.4900576384,32.94516129032258,18.235061573074205
2011-09-30,19.9499318059,45.4,24.318176698841736
2011-10-31,14.703597247580001,65.89677419354838,36.4736940972055
2011-11-30,15.191340699013999,87.08999999999999,46.649119134408075
2011-12-31,1.49315559238,97.23548387096774,53.81958885706215
2012-01-31,24.9329908106508,81.7290322580645,45.23680799132556
2012-02-29,4.9435508606821,80.8103448275862,41.84261901155331
2012-03-31,1.9420933466,73.61290322580645,40.74455156149548
2012-04-30,32.353680204279,55.18,29.55676189960544
2012-05-31,138.561105275,53.63548387096775,29.687101613189544
2012-06-30,225.073719281211,45.916666666666664,24.59492540576688
2012-07-31,28.2147827935,42.73548387096774,23.65397980222139
2012-08-31,48.2555734376,34.938709677419354,19.338485449717684
2012-09-30,4.45008405813,48.01,25.716204037695853
2012-10-31,65.32037399412,53.541935483870965,29.63532282286161
2012-11-30,12.067039141,129.83666666666667,69.54605731252457
2012-12-31,75.273944590643,134.8516129032258,74.64001899547577
2013-01-31,14.376159037447,145.09677419354838,80.3106892741484
2013-02-28,21.49602791214,101.03214285714286,50.50931722713172
2013-03-31,0.61440343,69.64516129032258,38.54841666137981
2013-04-30,9.65861619776,52.026666666666664,27.867702049597785
2013-05-31,168.50213475289002,44.619354838709675,24.696697510894193
2013-06-30,80.731888769898,50.49333333333333,27.0463833064651
2013-07-31,29.030307709629998,46.83870967741935,25.925104674536122
2013-08-31,99.8991215144,50.23225806451613,27.80342493057001
2013-09-30,78.7568248525,56.95,30.504849405265134
2013-10-31,11.86483943,79.57741935483871,44.045895813783176
2013-11-30,9.329608071904,111.81333333333333,59.891991129658386
2013-12-31,5.25271374201,137.32258064516128,76.00769325034454
2014-01-31,20.133509745759998,124.7290322580645,69.037196786888
2014-02-28,38.1244701928464,89.37857142857142,44.683310577475275
2014-03-31,5.9298237483,71.50967741935484,39.58042151688132
2014-04-30,25.641550033504,59.38928571428572,31.811434890264263
2014-05-31,100.38581239977,50.0516129032258,27.703438300971246
2014-06-30,114.959160803,48.9,26.192926003818524
2014-07-31,94.384094447,44.71935483870968,24.752047252279223
2014-08-31,51.526395707,45.66129032258065,25.273406106615624
2014-09-30,114.5312640115,46.766666666666666,25.050221665546957
2014-10-31,16.395459080000002,89.94516129032259,49.78441416254069
2014-11-30,20.570965085699996,112.14333333333335,60.06875320698478
2014-12-31,15.580878589935,96.16774193548386,53.22859645711232
2015-01-31,1.08250516502,94.98709677419355,52.57511241366327
2015-02-28,7.82098418184,77.27142857142857,38.63054853569309
2015-03-31,10.339023086869998,62.40909090909091,34.54327041892941
2015-04-30,1.0638174573599999,,
2015-05-31,6.6683550845,,
2015-06-30,9.574824783218,,
2015-07-31,195.649924805,,
2015-08-31,240.4857449489,,
2015-09-30,106.3848062101,,
2015-10-31,127.049449248,,
2015-11-30,23.314963353000003,,
2015-12-31,2.11106607394,203.68421052631578,112.73868376845363
2016-01-31,12.53787444485,169.2258064516129,93.66604622769732
2016-02-29,0.438773362,129.51724137931035,67.06246085231246
2016-03-31,0.18268833,99.71935483870968,55.194405014045124
2016-04-30,372.242190679666,114.13000000000001,61.13289662200017
2016-05-31,108.699412181079,75.30000000000001,41.67835526292678
2016-06-30,103.4833908992247,76.15,40.789188449709215
2016-07-31,166.64659835839998,65.31612903225806,36.152308502066624
2016-08-31,51.7295324452,67.18387096774192,37.18609883309668
2016-09-30,2.937864256275,76.42333333333333,40.935597443050256
2016-10-31,64.71236614347771,88.36129032258064,48.90774567802297
2016-11-30,8.4825705013,137.23333333333332,73.5080275103755
2016-12-31,30.61829881161,170.67741935483872,94.46951021554452
2017-01-31,1.764503879017,186.0,102.95051897615379
2017-02-28,31.9448727542415,148.85714285714286,74.41862002993567
2017-03-31,7.0547113754579,86.87096774193549,48.082855983833184
2017-04-30,63.14970370461,70.42,37.71995601613293
2017-05-31,102.63982576945641,60.92758620689656,33.723261397657794
2017-06-30,101.132255627204,59.86666666666667,32.067140492745786
2017-07-31,60.170333417500004,55.461290322580645,30.697680762348458
2017-08-31,84.8650592993,51.28709677419355,28.387275428405637
2017-09-30,56.5585657142,57.913333333333334,31.020851833015886
2017-10-31,57.11387144,82.33870967741936,45.574262866221396
2017-11-30,18.9843215547,111.97333333333333,59.977693955028755
2017-12-31,3.427100810628,138.96774193548387,76.9182857699047
2018-01-31,17.96176493235,109.4258064516129,60.566900879450024
2018-02-28,5.7798319217,104.61785714285715,52.301934657795236
2018-03-31,2.046523128,60.41612903225807,33.440171174200216
2018-04-30,28.677434244100002,52.56666666666667,28.156949085222777
2018-05-31,47.833846064599996,35.21612903225807,19.492036345172927
2018-06-30,68.30873055939101,36.25666666666667,19.420617324030953
2018-07-31,96.09748854716,34.34516129032258,19.009957952464607
2018-08-31,35.816546688,37.31935483870968,20.65616638978708
2018-09-30,141.52369218439998,47.07333333333334,25.2144854141735
2018-10-31,81.40442030913,54.50967741935484,30.170965481426407
2018-11-30,20.5611639243,88.24333333333334,47.26689366728615
2018-12-31,25.47291346781,109.03870967741935,60.352643816024106
2019-01-31,5.6670221233,106.32903225806452,58.85284437204268
2019-02-28,7.26429051781,94.01785714285714,47.00264328906085
2019-03-31,1.8230171469999998,67.15483870967742,37.170029553339745
2019-04-30,3.6838350256817,56.53,30.279879488667916
2019-05-31,66.34372533619,38.49077419354838,21.30454397322448
2019-06-30,92.811897605,28.798466666666666,15.42568724792299
2019-07-31,20.420280545,24.811225806451613,13.732949318326524
2019-08-31,13.302320883799998,31.219354838709677,17.279832165300316
