date,P_local_mm,P_IMERG_mm,Caudal_m3s,Q_lamina_mm,Temp_C
1988-07-01,121.1599269375,,48.05483870967742,26.598228948799218,
1988-08-01,171.04736878350002,,52.7483870967742,29.19609584283848,
1988-09-01,22.2812187119,,56.46,30.24238450256838,
1988-10-01,12.7634497965,,91.8483870967742,50.83784472438479,
1988-11-01,18.75097934,,138.91,74.4061217012358,
1988-12-01,6.84577720507,,136.40645161290325,75.50061820023654,
1989-01-01,14.60624134104,,145.06451612903226,80.29283451886292,
1989-02-01,0.09098757183,,148.28571428571428,74.13294394536777,
1989-03-01,0.3221687331663,,98.34193548387096,54.43200696335457,
1989-04-01,28.2835154437,,67.83333333333333,36.33442700597866,
1989-05-01,42.61246461762,,52.83870967741935,29.246089157637854,
1989-06-01,66.774473676578,,40.44666666666667,21.66496006341745,
1989-07-01,161.12693537,,36.00322580645161,19.92769237413896,
1989-08-01,304.432633593,,68.67096774193548,38.00920305175792,
1989-09-01,94.9478521578,,82.35333333333332,44.1119584083395,
1989-10-01,13.51560787371,,122.32903225806452,67.70880299364731,
1989-11-01,3.59432369151,,224.53333333333333,120.2696316030822,
1989-12-01,11.25510206049912,,225.32258064516128,124.71546566917,
1990-01-01,12.843515530537,,170.3548387096774,94.29096266268958,
1990-02-01,5.916846328063,,122.57857142857142,61.28109109086976,
1990-03-01,55.3283127834,,85.86774193548388,47.52757309445435,
1990-04-01,26.50053475624,,62.72666666666667,33.599078496241106,
1990-05-01,47.8720600673914,,58.803225806451614,32.54743340992555,
1990-06-01,50.9380336116674,,50.53,27.06602353727914,
1990-07-01,48.557179799,,49.68387096774194,27.499894090716623,
1990-08-01,112.964245791,,52.29032258064516,28.942558317784474,
1990-09-01,121.945104413,,56.75666666666667,30.40129182460927,
1990-10-01,27.3812862041,,78.47741935483872,43.43704865854786,
1990-11-01,14.650102830000002,,,,
1990-12-01,35.78531546347,,135.36774193548385,74.92569508004365,
1991-01-01,9.741396695475,,129.39032258064515,71.61720892564176,
1991-02-01,3.080354294677,,109.74642857142858,54.86587751679206,
1991-03-01,0.330453699,,78.43548387096774,43.41383747667671,
1991-04-01,97.828840796,,63.056666666666665,33.775840573567486,
1991-05-01,312.31388599178,,116.58620689655172,64.53016400785613,
1991-06-01,154.33631374384,,78.96153846153847,42.29516838590485,
1991-07-01,282.37080901847,,102.65806451612904,56.820973220553554,
1991-08-01,7.9908072751,,77.8483870967742,43.08888093048074,
1991-09-01,156.789895554126,,101.77,54.51235336213929,
1991-10-01,40.073439802694296,,125.36129032258064,69.38714999048366,
1991-11-01,17.4222322198,,212.9333333333333,114.05617676373056,
1991-12-01,71.32785492531,,216.29032258064515,119.7161341892319,
1992-01-01,0.86088933258381,,276.6774193548387,153.14023608367518,
1992-02-01,12.8726744627996,,206.72413793103448,107.03925793653173,
1992-03-01,4.300371327,,158.4193548387097,87.6847032070571,
1992-04-01,123.7747936502866,,94.65,50.698577633157946,
1992-05-01,288.529583134,,80.08387096774193,44.326215471765416,
1992-06-01,251.26239456834,,79.97333333333333,42.83712888095528,
1992-07-01,54.012094215,,71.15806451612903,39.385804684269445,
1992-08-01,88.30132223,,68.39032258064516,37.85386668077413,
1992-09-01,71.41602209999999,,80.64666666666668,43.19779493772225,
1992-10-01,15.16883708,,132.0032258064516,73.06344410376671,
1992-11-01,29.604207238,,196.2,105.09308961041296,
1992-12-01,1.47118688256,,233.6451612903226,129.32199253282724,
1993-01-01,16.92362595841,,256.96666666666664,142.2303854457293,
1993-02-01,14.00379737364,,192.48,96.22713232584849,
1993-03-01,0.0,,117.12903225806453,64.8306164416258,
1993-04-01,135.2159520687,,103.3653846153846,55.36690941895728,
1993-05-01,288.1560116605,,306.6333333333333,169.72075700029367,
1993-06-01,187.4423809487,,97.74074074074076,52.35411022046284,
1993-07-01,103.456051389724,,85.11612903225806,47.11155729630235,
1993-08-01,30.984975330100003,,76.4,42.287202418162096,
1993-09-01,37.5840928903,,78.51333333333334,42.055090599450686,
1993-10-01,33.8913529935,,111.01935483870967,61.44892579055339,
1993-11-01,20.461440699,,131.56666666666666,70.47271911184166,
1993-12-01,19.20769629993,,198.6129032258065,109.93172829278164,
1994-01-01,0.917133385601,,219.67741935483872,121.59088349420868,
1994-02-01,8.031748047021,,142.1153846153846,71.04819160912025,
1994-03-01,6.55638896846625,,96.07142857142856,53.175287259188494,
1994-04-01,93.929339671637,,69.52333333333333,37.23966309895316,
1994-05-01,96.8615354698,,60.73548387096774,33.6169332515266,
1994-06-01,95.66799114347,,60.156666666666666,32.222476863729575,
1994-07-01,278.303019096461,,76.35483870967742,42.262205760762406,
1994-08-01,16.319060983014,,75.80967741935484,41.96046039643757,
1994-09-01,73.55157452661899,,82.01333333333334,43.92983990442747,
1994-10-01,28.488896812,,98.00645161290322,54.24631750838543,
1994-11-01,6.183746161,,161.3,86.3991608265016,
1994-12-01,19.3657762007618,,261.1290322580645,144.53424403606743,
1995-01-01,15.47095316082,,184.16129032258064,101.93279792488067,
1995-02-01,11.054907332738,,127.78571428571428,63.88431441149467,
1995-03-01,0.379804944,,97.83870967741936,54.15347278090088,
1995-04-01,84.48635546130001,,75.61333333333333,40.50172688961277,
1995-05-01,29.7927160177,,60.332258064516125,33.39374881045793,
1995-06-01,215.91647362190784,,61.19666666666667,32.77954522863697,
1995-07-01,155.509601521924,,55.403225806451616,30.66554220283457,
1995-08-01,86.5333214042,,57.36129032258064,31.749325848664004,
1995-09-01,45.7290918616,,77.88000000000001,41.71585024902632,
1995-10-01,23.16916315,,90.53870967741936,50.11294165979376,
1995-11-01,3.8426978492,,168.2,90.09509517059868,
1995-12-01,17.45774781898,,198.58064516129036,109.91387353749614,
1996-01-01,9.41294357024,,128.18064516129033,70.94765560243577,
1996-02-01,0.357268956028,,111.63103448275862,57.80119928572714,
1996-03-01,0.30996217,,96.84193548387096,53.60176084257913,
1996-04-01,39.43907147858,,69.48666666666666,37.220022868139125,
1996-05-01,9.52124640031,,49.961290322580645,27.653444986171863,
1996-06-01,46.769918243046,,42.75333333333333,22.90050912917357,
1996-07-01,16.7088519001,,41.35806451612903,22.891581751530826,
1996-08-01,100.7255904213,,38.596774193548384,21.36321469909261,
1996-09-01,4.11863227512,,38.156666666666666,20.438338375304067,
1996-10-01,18.0299873133,,47.041935483870965,26.03758963283473,
1996-11-01,2.5235257791,,51.92,27.81056683268421,
1996-12-01,19.902347628251,,58.73548387096774,32.509938423826014,
1997-01-01,10.07093976737,,81.80645161290323,45.27965940401076,
1997-02-01,7.4201956846088,,75.88214285714285,37.9359985550874,
1997-03-01,11.342450661589,,61.76774193548387,34.188285420662375,
1997-04-01,19.1213303165,,43.583333333333336,23.34509253578236,
1997-05-01,162.401547062,,33.86129032258064,18.74213662318221,
1997-06-01,536.2101651420229,,65.39999999999999,35.03102987013765,
1997-07-01,65.85901949630001,,61.16451612903226,33.854401496823655,
1997-08-01,202.75726008258,,80.0516129032258,44.30836071647992,
1997-09-01,249.2339300742702,,119.24333333333334,63.87181608279482,
1997-10-01,99.785403805,,114.45483870967742,63.35045722845842,
1997-11-01,25.3282094199,,208.63333333333333,111.75291333190194,
1997-12-01,18.385898581288,,335.4516129032258,185.67160021384376,
1998-01-01,0.0289193383199999,,413.8064516129032,229.0408008023068,
1998-02-01,37.5505973706,,207.28571428571428,103.62899967700253,
1998-03-01,10.97270498178,,136.2258064516129,75.40063157063777,
1998-04-01,103.6763735789956,,102.71666666666668,55.019428412247294,
1998-05-01,48.78006413162,,72.36129032258066,40.05178705641835,
1998-06-01,41.343416385683,,60.38666666666666,32.34567467519948,
1998-07-01,0.062013234245,,50.39677419354839,27.894484182526025,
1998-08-01,1.40731746832,,44.74516129032258,24.76633105650761,
1998-09-01,68.46714267600001,,39.123333333333335,20.95612627858337,
1998-10-01,0.0,,61.00967741935484,33.768698671453286,
1998-11-01,0.8328324253999999,,83.73,44.84935980163037,
1998-12-01,15.748064387393,,105.7967741935484,58.55824090983205,
1999-01-01,23.400472143921,,99.74838709677418,55.21047429380207,
1999-02-01,1.4885628721392,,89.48928571428571,44.73866031886031,
1999-03-01,17.3210562478,,61.87741935483872,34.248991588633054,
1999-04-01,14.997080719347,,41.95357142857143,22.472122536288065,
1999-05-01,38.9224632,,41.6741935483871,23.066558353328663,
1999-06-01,115.863715803,,38.03666666666666,20.37406125627629,
1999-07-01,36.5645017909,,37.76451612903226,20.90256201272689,
1999-08-01,156.860615297,,40.71935483870968,22.538057596878065,
1999-09-01,195.8328123,,60.79333333333333,32.563502689682494,
1999-10-01,28.2290747375,,86.81935483870969,48.0542883753764,
1999-11-01,2.4585091400000003,,138.48333333333332,74.17758083358149,
1999-12-01,9.533494024151,,144.83870967741936,80.16785123186446,
2000-01-01,0.42367297218,,133.7741935483871,74.0436701689403,
2000-02-01,30.811017885721004,,100.18275862068968,51.8734205309434,
2000-03-01,0.336232826,,71.61612903225806,39.639342209323445,
2000-04-01,22.59845059286,,55.330000000000005,29.637108298390164,
2000-05-01,31.647622659108,,52.148387096774194,28.863997394528305,
2000-06-01,612.66826414503,278.06332985124413,81.89333333333335,43.865562785399696,-9.396668767326672
2000-07-01,67.243010541,85.17756377989105,76.85806451612903,42.540739943216096,-8.287654670362201
2000-08-01,35.0783842552,40.99541283730549,69.04137931034482,38.21422489693272,-6.9651773518074265
2000-09-01,190.22423642545,115.84376860231056,73.34666666666666,39.28760353019924,-7.171085817285359
2000-10-01,4.3301516069,25.5968231024519,135.88387096774193,75.21137116461155,-2.3711805412622766
2000-11-01,73.57209992963,40.3412313364796,184.7333333333333,98.95105379220333,-1.5089186937671002
2000-12-01,1.1181799787693,26.42742464172777,358.5806451612903,198.4734597535424,4.990259360240486
2001-01-01,5.7993302051113,15.691156237174448,299.80645161290323,165.9420956233738,7.706072475316432
2001-02-01,0.00916619034,19.5070372712011,230.67857142857144,115.32386438900058,11.266645274456494
2001-03-01,25.064224171000003,46.52107848510994,129.3516129032258,71.59578321929918,6.342576081482889
2001-04-01,36.090128694371,48.21719709937655,89.25,47.80610727690805,0.2078824072424367
2001-05-01,197.0121174908,88.74176546059208,73.3741935483871,40.61242637238283,-7.334816577259062
2001-06-01,40.1145999245,81.36289569357436,61.473333333333336,32.92773969750656,-8.569062445259192
2001-07-01,458.8044734445,297.6785023161913,80.59677419354838,44.61010608080476,-7.938229287277863
2001-08-01,183.553500215,132.70935326749694,89.37741935483871,49.470170469516006,-6.83254260465435
2001-09-01,8.68374815,58.509672482013215,83.48,44.71544913698917,-6.743234229298935
2001-10-01,14.3429402532,47.13945070299718,134.041935483871,74.1918646378099,-1.2308081217034328
2001-11-01,14.467094541,13.524419512330578,180.4,96.6299356050892,-0.2863064771124186
2001-12-01,5.510125620135,37.50197762155751,331.03225806451616,183.2254987397312,7.132049126993934
2002-01-01,13.111009331538002,26.18236318424661,215.38709677419357,119.21620104123808,7.266730250582725
2002-02-01,0.4088661267452,15.680396216325228,149.21428571428572,74.59716758279059,8.548259004612703
2002-03-01,11.97921975,16.697532679677384,105.76451612903226,58.54038615454655,6.599918125185923
2002-04-01,18.6370267460467,82.17802946039167,73.43,39.33224041841297,-0.5966963727620396
2002-05-01,288.05434231555,220.0127120709157,62.81379310344828,34.76727203688575,-5.00130072111034
2002-06-01,268.90355587392,318.0543535000766,81.59666666666666,43.7066554633588,-7.749745177699708
2002-07-01,145.6731087928,113.0323384214816,65.81612903225806,36.42905720899177,-9.065376234096163
2002-08-01,266.254203931,204.42097355618407,103.63548387096772,57.36197230570399,-7.101206208075439
2002-09-01,87.21472226201,77.54698831407102,108.49310344827587,58.11353436697993,-5.928427074854142
2002-10-01,46.4985265737,47.45428161805609,145.29032258064515,80.41781780586136,-2.306554036940156
2002-11-01,12.52122590333,25.01354220747892,243.2333333333333,130.28614931824387,-0.3764511848910388
2002-12-01,20.3972049951434,47.96298275064072,348.64516129032256,192.9741951256105,3.41306009234097
2003-01-01,38.35336143625,25.051676624994204,371.64516129032256,205.70463564416715,7.376333848306672
2003-02-01,1.98051777,7.635785711918052,259.9642857142857,129.96476372310502,8.211645693224739
2003-03-01,4.8360680061,10.743029093007737,181.93548387096772,100.70081981018164,8.000078283765333
2003-04-01,0.51795499,22.198476782270333,106.64482758620689,57.12351897046016,3.3747656542824984
2003-05-01,119.449795710225,79.8320822041849,72.73225806451612,40.25711674220151,-1.135881493987597
2003-06-01,165.89032042562,157.71650441683562,73.46000000000001,39.34830969816992,-5.069272973236991
2003-07-01,82.20338053541,101.32365850768066,71.29032258064517,39.45900918093997,-8.565587090633642
2003-08-01,7.561515675700001,48.995308757129024,58.61290322580645,32.44209035374114,-6.144301851588523
2003-09-01,90.7306308945,29.2745914948924,69.56666666666666,37.26287428082431,-4.759837749320468
2003-10-01,11.608103927,14.051197744437344,106.21290322580644,58.7885672530149,-0.725606615829804
2003-11-01,68.39907254239999,26.461300881579263,150.8,80.77491291157123,1.0101132671908315
2003-12-01,11.8302860059338,13.712356470606212,150.6451612903226,83.38170718325324,4.014572528561303
2004-01-01,5.2412281858396,13.31211635975676,182.1290322580645,100.8079483418946,9.29907829138648
2004-02-01,17.45802054217,16.91234843247416,129.79310344827587,67.20529889459641,8.45076478252679
2004-03-01,32.4790776301,20.477830756989416,92.71612903225804,51.31813764156455,7.292476292722767
2004-04-01,74.56917426994,53.52157722870418,71.52,38.30916294055421,-1.0564918676288926
2004-05-01,19.40052866501,72.67931297212763,53.1,29.390712675450352,-5.820978262789765
2004-06-01,80.01229074849,80.69026837354713,52.54,28.14266528099438,-7.159796017795884
2004-07-01,77.62233440404,112.82456681568148,51.641935483870974,28.583677736546065,-7.396295667246591
2004-08-01,52.79311719681,75.4864312270745,47.01935483870968,26.02509130413489,-8.34718420256985
2004-09-01,111.4250977252,48.00308905316366,63.92333333333333,34.240064210990305,-4.257989471637416
2004-10-01,52.852913752,41.3622360959124,71.89032258064516,39.79110762925014,-3.7508577976265087
2004-11-01,80.7492802867,49.93231725701971,104.00333333333332,55.70862196626733,-0.961249950813567
2004-12-01,11.98964581983,23.623476281728298,140.67741935483872,77.86458780003585,3.936553255433182
2005-01-01,35.0974778741,17.454478537473186,136.8548387096774,75.7487992987049,7.753528276703719
2005-02-01,1.612403564328,19.064548178440745,99.46428571428572,49.72549347009856,8.858509481787394
2005-03-01,58.02907420334,32.277754887375174,76.23870967741935,42.19792864173463,4.617350066298684
2005-04-01,27.65979396291,22.8227860236471,54.74,29.32107912983693,-0.0770302134160374
2005-05-01,218.908933992,133.729574854804,50.80645161290322,28.12123957465179,-7.274614899645485
2005-06-01,443.17329233139,225.95715910152208,95.22333333333331,51.00567942406842,-5.532329268507056
2005-07-01,69.8588187602,112.2268003953204,86.91612903225807,48.10785264123288,-8.100025425959075
2005-08-01,416.0342741467,222.04873745223003,115.62258064516128,63.99679936979327,-5.405748498477692
2005-09-01,47.8045528322,38.783179049687234,116.5,62.40236972279873,-8.529257016225927
2005-10-01,20.214488088,33.67564308141456,150.06451612903226,83.06032158811436,-3.5488627374578527
2005-11-01,24.902299164,15.783592702470829,254.76666666666668,136.46389464702452,0.6687196135286513
2005-12-01,6.4055826718,23.32606844716832,393.6774193548387,217.899433504159,5.371102803049098
2006-01-01,16.7592370231,25.843716713188886,457.5806451612903,253.269703724721,9.05173678998068
2006-02-01,17.714935744679202,12.682133520241802,306.1428571428572,153.05096230724772,8.884424178421796
2006-03-01,0.58158535,6.962673829465737,166.3548387096774,92.07697300728842,6.098619489997986
2006-04-01,26.3421772991,16.387443867798098,109.30333333333331,58.547528056660745,3.0955987997500074
2006-05-01,50.19951158861,55.46239264493842,73.7709677419355,40.8320398623944,-0.2641461008275882
2006-06-01,166.5841488305655,138.21807722496533,64.72333333333333,34.66857833784214,-6.259201067124991
2006-07-01,468.69814816004,259.76766144835614,113.43225806451612,62.78446148590829,-6.107241487092381
2006-08-01,132.494091532129,130.30159282784564,79.80645161290323,44.172664576310176,-6.918268841100712
2006-09-01,64.47621666625,31.270267507162867,85.2,45.63675450972062,-5.504690953614613
2006-10-01,117.7519308043,51.11194865186643,139.39032258064518,77.15218306414467,-3.0258217628448847
2006-11-01,5.89748143028,41.87589296795199,220.0,117.84138488425512,0.6331273584427777
2006-12-01,6.325013864771,30.101491003923865,252.51612903225808,139.76702437484076,5.033656168725543
2007-01-01,0.7736502118999999,32.451867266281084,180.92903225806447,100.14375144527426,8.362661142075012
2007-02-01,30.19540838378,17.449202886241434,138.37407407407406,69.17778645258043,5.590668319111558
2007-03-01,18.54010376,45.96577466053736,107.81935483870969,59.67773406623248,5.696923631971799
2007-04-01,41.06836932193001,19.36495462635233,70.15,37.57533249832044,-0.1656362072967567
2007-05-01,38.200666907750005,64.59073906211133,59.73548387096774,33.0634358376763,-7.39015954831541
2007-06-01,197.242536069219,176.91290241884033,57.92333333333333,31.02620825960153,-10.019329605294727
2007-07-01,197.3441006526,170.01604176520678,58.26451612903226,32.249258996657815,-9.864588586530658
2007-08-01,38.8147300444,117.02131723190053,54.0258064516129,29.90314415214401,-11.091865211236495
2007-09-01,0.208125189,27.55981520200206,61.24444444444444,32.80513704454617,-5.466717665972226
2007-10-01,7.44418679491083,20.82763337078756,95.895,53.077634501173485,-2.717697448281058
2007-11-01,11.2268335,8.442362122902754,121.91,65.30019650563429,1.0697992632297542
2007-12-01,18.2536130114,15.211642152651969,126.75862068965516,70.1605687349539,5.120024977069022
2008-01-01,5.0441371993,17.530602750752692,125.16129032258064,69.2764505077136,9.194595191801966
2008-02-01,17.66714527651,18.011347091094567,97.98275862068964,50.73428714372893,7.476066847835341
2008-03-01,14.225417902857,24.883386191203694,70.30322580645162,38.91265366920389,5.825124400388404
2008-04-01,41.3080505414,24.03094235489406,57.693333333333335,30.90301044813163,1.6333761256125283
2008-05-01,420.778012488721,187.2555859196271,94.36451612903228,52.23051563665326,-5.89234129503626
2008-06-01,163.235422677,168.34973611525984,92.52,49.557658770414925,-8.8704164644289
2008-07-01,68.4542534925,135.8100731525072,61.86451612903225,34.241849686518854,-7.569417015326337
2008-08-01,247.622553677,141.89323108799758,80.04516129032258,44.304789765422825,-9.482006205362836
2008-09-01,13.79969776,48.11309959735938,80.79333333333334,43.27635586097842,-6.3065057737132975
2008-10-01,12.27154485264,12.245470340810613,116.47741935483872,64.46995038485885,-3.477895076172046
2008-11-01,0.0543472771157,18.05418558310495,250.46666666666667,134.1606312151959,2.376121857734006
2008-12-01,3.1444971203680003,25.206181076686427,284.96774193548384,157.7289081920469,6.623981325814498
2009-01-01,13.1976687610273,17.613089874546535,197.80645161290323,109.48535941064428,8.494024074750882
2009-02-01,17.38011324342,8.578732947460711,145.07142857142858,72.52601596967338,7.820208307585176
2009-03-01,7.008040693672,7.90269551068334,107.90967741935484,59.72772738103185,7.869517728379719
2009-04-01,0.06094004621,11.155203454678588,79.90333333333334,42.79963389485575,7.026789574910879
2009-05-01,67.38010074,52.58372320308349,60.53870967741936,33.50801924428509,-1.270175744334665
2009-06-01,174.96006610743322,119.91433143727984,57.0,30.53163153819337,-7.654576015794021
2009-07-01,32.9724724741,108.68337141037324,54.42666666666666,30.12501924449173,-9.939601357176455
2009-08-01,191.40008609,159.4911953736791,63.81290322580645,35.32027690576265,-6.856865990670599
2009-09-01,211.9062213945,80.02509897736412,84.76333333333334,45.40285721548066,-8.032185065989609
2009-10-01,30.9013181942,21.60053351208203,83.80322580645162,46.38486875618278,-3.134202916527613
2009-11-01,25.66149470633,39.15441545917052,121.87666666666668,65.28234175034879,-0.9045233011750042
2009-12-01,0.878818496446,34.69469302085105,200.9032258064516,111.19941591805164,4.155031843881261
2010-01-01,3.42884468944,10.64007272463214,196.6129032258065,108.82473346508104,8.899587222524246
2010-02-01,1.3042089461600002,6.244894546425938,149.21428571428572,74.59716758279059,8.587157082182443
2010-03-01,0.0,9.873885406489444,118.03225806451611,65.33054958961961,8.582260194058222
2010-04-01,5.01743671247,12.924976772631853,81.57,43.6923716591304,2.670950798887418
2010-05-01,53.366066622557,77.23171022958171,62.70645161290323,34.70785879947023,-4.609441728550905
2010-06-01,150.2137624504,127.26250707076758,59.830000000000005,32.047500261931745,-9.095847100050207
2010-07-01,48.938707171,104.84191678596926,50.71290322580645,28.06946078432386,-11.886580905977894
2010-08-01,21.5172516645,69.94485797482378,51.38709677419355,28.442625169790663,-7.655523270131482
2010-09-01,5.19013018653,29.484585188905577,55.19666666666667,29.565689277248197,-6.85943843923809
2010-10-01,22.8572218684,14.487910603281216,76.02903225806452,42.08187273237892,-2.6069112580299816
2010-11-01,49.096534887,26.320057059062467,100.02,53.57497870965089,-0.4498033685526366
2010-12-01,25.84736616225,27.192680109434104,99.46129032258064,55.05156697176118,2.309882258142977
2011-01-01,17.29511900576,13.387011986912464,92.9,51.41990974669186,6.751005394429058
2011-02-01,22.039987777251,30.930857063963614,83.84642857142856,41.91760898375238,7.861921986372181
2011-03-01,12.278215402323,11.43113573375334,65.95161290322581,36.50404718119085,5.388552910124645
2011-04-01,35.8721834531,25.157751696865635,51.4,27.532032650230512,0.3991679252468429
2011-05-01,8.201720094183,22.401781035173464,42.43870967741936,23.48971605359485,-2.141369095228697
2011-06-01,102.5274814818314,90.371956569974,33.97,18.19578111144612,-9.219489617132467
2011-07-01,66.02830402142,96.67761535018172,33.432258064516134,18.504668377885157,-11.59801898323832
2011-08-01,146.4900576384,119.04747302592264,32.94516129032258,18.235061573074205,-9.489632945744006
